URL,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,SERVER,CONTENT_LENGTH,WHOIS_COUNTRY,WHOIS_STATEPRO,WHOIS_REGDATE,WHOIS_UPDATED_DATE,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,Type
B0_373,41,8,UTF-8,Apache,NA,JP,None,8/03/2016 0:00,27/02/2017 0:00,34,11,4,3699,40,38,27522,4153,40,6.0,0
M0_95,43,10,UTF-8,Apache,7550,US,CA,3/08/2004 0:00,4/08/2016 0:00,11,0,1,883,13,13,8893,1037,13,2.0,1
B0_681,70,12,ISO-8859-1,nginx/1.2.1,NA,US,NV,23/07/1999 0:00,4/03/2017 0:00,19,12,7,2506,23,27,7448,2810,23,4.0,0
B0_21,55,10,UTF-8,Apache/2.4.6 (Unix) mod_jk/1.2.37 PHP/5.5.1 OpenSSL/1.0.1g mod_fcgid/2.3.9,13898,US,DE,1/09/1995 4:00,1/03/2017 19:31,31,3,5,3590,35,40,35749,3886,35,4.0,0
B0_2156,35,7,UTF-8,Sucuri/Cloudproxy,14462,CA,ON,17/07/2009 0:00,7/07/2016 0:00,8,6,6,696,8,5,306,696,8,0.0,0
B0_2221,34,9,UTF-8,Apache/2.4.12 (Ubuntu),10892,None,None,31/05/1996 0:00,15/04/2016 0:00,3,3,1,366,3,4,244,366,3,0.0,0
B0_1317,56,10,us-ascii,Microsoft-HTTPAPI/2.0,324,US,CO,16/12/1993 5:00,9/09/2015 20:47,0,0,0,0,0,0,0,0,0,0.0,0
B0_1426,103,20,utf-8,Apache/2.2.15 (CentOS),10843,US,California,6/09/2005 0:00,13/08/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_756,80,11,us-ascii,Microsoft-HTTPAPI/2.0,324,US,CA,8/09/2003 0:00,3/03/2017 0:00,33,10,8,3764,41,23,7356,4412,41,8.0,0
B0_103,125,20,utf-8,nginx,NA,US,California,24/09/2006 0:00,26/08/2015 0:00,46,37,6,4871,50,56,81223,5159,50,4.0,0
B0_441,38,8,UTF-8,Apache,1840,US,CA,11/09/1997 4:00,9/12/2015 14:43,23,12,8,3099,27,28,7395,3439,27,4.0,0
B0_2237,161,23,iso-8859-1,Apache/2.4.18 (Ubuntu),417,None,None,23/11/2010 0:00,20/11/2015 0:00,7,7,2,582,7,11,752,582,7,0.0,0
B0_1215,137,25,iso-8859-1,Apache/2,345,US,Arizona,28/01/2004 0:00,8/12/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2056,37,9,utf-8,Apache/2.2.22 (Ubuntu),8022,US,California,10/05/2006 23:10,11/05/2016 14:19,23,5,8,1674,23,11,696,1674,23,0.0,0
B0_291,42,8,UTF-8,Apache,NA,UK,UK,27/02/1996 0:00,27/01/2016 0:00,33,0,5,2706,37,35,41737,2982,37,4.0,0
B0_1211,60,11,ISO-8859-1,None,1973,None,None,None,None,0,0,0,0,0,0,0,0,0,0.0,0
B0_2289,33,8,UTF-8,Server,NA,US,WA,5/01/1996 0:00,5/05/2016 0:00,10,4,4,816,10,6,476,816,10,0.0,0
B0_265,59,9,ISO-8859-1,nginx,12629,US,CA,28/04/2005 0:00,7/12/2015 0:00,24,0,11,1863,26,27,15088,2033,26,2.0,0
B0_2133,54,10,UTF-8,Apache-Coyote/1.1,NA,CN,Zhejiang,15/04/1999 0:00,20/06/2012 0:00,3,3,1,366,3,3,182,366,3,0.0,0
B0_547,63,13,us-ascii,Microsoft-HTTPAPI/2.0,324,US,UT,16/05/1995 0:00,21/10/2016 0:00,32,20,13,3967,38,44,23969,4429,38,6.0,0
B0_835,28,6,utf-8,Pepyaka/1.11.3,NA,US,NY,6/08/1998 0:00,7/11/2014 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1091,53,10,UTF-8,nginx,NA,US,CO,10/02/1999 0:00,6/02/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_58,69,11,utf-8,Apache,NA,None,None,1/06/2006 0:00,6/03/2017 0:00,23,15,10,2708,27,30,6195,3036,27,4.0,0
B0_294,53,7,iso-8859-1,ATS/5.3.0,NA,CA,ON,27/05/2002 0:00,28/04/2017 0:00,12,6,7,1017,18,17,1563,1503,18,6.0,0
B0_2222,46,10,UTF-8,Apache/2.4,NA,US,Maryland,25/08/2004 0:00,26/08/2016 0:00,20,6,10,1392,20,12,766,1392,20,0.0,0
M0_120,38,10,iso-8859-1,Apache/2,337,CA,ON,14/09/2009 8:39,6/09/2016 8:26,14,4,6,888,14,5,316,888,14,0.0,1
B0_2079,39,8,utf-8,YouTubeFrontEnd,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,34,24,7,5528,34,22,7472,5528,34,0.0,0
B0_2228,28,6,us-ascii,Microsoft-IIS/7.5,324,US,Pennsylvania,11/11/1996 0:00,27/04/2015 0:00,5,3,3,474,5,6,364,474,5,0.0,0
B0_912,76,14,UTF-8,XXXXXXXXXXXXXXXXXXXXXX,17721,None,None,2/10/2000 0:00,3/06/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_333,49,11,UTF-8,mw2185.codfw.wmnet,NA,US,CA,13/01/2001 0:12,12/12/2015 10:16,31,24,8,4739,37,37,18554,5195,37,6.0,0
B0_808,82,12,ISO-8859-1,Apache,NA,US,Florida,22/09/2000 0:00,2/09/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_261,52,11,UTF-8,Apache/2.4.7 (Ubuntu),NA,None,None,27/05/1998 0:00,25/04/2017 0:00,60,4,5,4466,62,63,95122,4602,62,2.0,0
B0_1145,72,14,us-ascii,cloudflare-nginx,324,CA,ON,24/11/2001 0:00,8/08/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_126,40,13,UTF-8,nginx,637,None,None,None,None,12,1,5,1340,16,12,964,1622,16,4.0,1
B0_533,91,17,UTF-8,GSE,38155,US,CA,31/07/2000 0:00,29/06/2016 0:00,39,0,2,3223,43,41,42120,3597,43,4.0,0
B0_929,65,11,UTF-8,nginx/1.10.3,40035,US,NY,28/01/2006 0:00,30/12/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_415,55,10,utf-8,ATS,NA,US,CA,22/11/2003 0:00,1/05/2014 0:00,46,38,3,5666,54,67,69645,6250,54,8.0,0
B0_74,45,9,windows-1252,fbs,NA,US,WA,7/04/2003 0:00,1/11/2013 0:00,15,0,2,2730,19,23,9605,3046,19,4.0,0
B0_721,38,7,UTF-8,GSE,NA,US,CA,31/07/2000 0:00,29/06/2016 0:00,42,20,4,4268,50,40,40666,4998,50,8.0,0
B0_2249,106,18,UTF-8,Apache,75176,US,MA,23/03/1999 0:00,19/03/2016 0:00,7,5,5,630,7,8,508,630,7,0.0,0
B0_59,37,9,UTF-8,nginx,NA,PH,Manila,17/02/2011 0:00,18/02/2017 0:00,15,6,7,1283,17,15,2201,1425,17,2.0,0
B0_287,47,9,UTF-8,Apache/2.4,NA,US,Pennsylvania,29/05/1996 0:00,28/04/2015 0:00,31,0,6,3312,35,38,36225,3612,35,4.0,0
M4_49,146,27,UTF-8,Apache,NA,ES,Barcelona,17/09/2008 0:00,2/09/2016 0:00,0,0,0,0,0,3,186,0,0,0.0,1
B0_127,38,9,utf-8,Apache,68067,US,MO,20/05/1996 0:00,24/10/2016 0:00,19,0,3,1851,23,23,15551,2143,23,4.0,0
B0_14,32,7,UTF-8,nginx,NA,US,CA,3/03/2000 0:00,12/01/2017 0:00,14,10,2,2000,20,20,9588,2498,20,6.0,0
B0_91,53,11,ISO-8859-1,cloudflare-nginx,NA,None,None,1/03/2008 0:00,17/04/2015 0:00,16,3,8,1277,20,19,2663,1559,20,4.0,0
B0_704,25,6,ISO-8859-1,Apache,NA,US,CA,22/04/1997 0:00,22/02/2017 0:00,36,17,9,4737,42,35,10343,5173,42,6.0,0
B0_1223,79,9,UTF-8,None,53420,US,NJ,26/05/1994 0:00,21/05/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_83,81,12,ISO-8859-1,Apache,4897,US,Florida,20/08/2000 0:00,25/02/2017 0:00,47,3,8,3718,51,47,44519,4064,51,4.0,0
B0_810,80,16,UTF-8,Server,NA,US,NV,1/11/1994 0:00,30/04/2014 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_16,49,10,ISO-8859-1,LiteSpeed,1148,US,IL,23/09/2009 0:00,8/09/2016 0:00,9,0,2,851,11,9,2135,1003,11,2.0,0
B0_961,34,6,us-ascii,Microsoft-IIS/7.5,324,US,Arizona,17/11/2003 0:00,11/11/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_122,87,13,UTF-8,mw2180.codfw.wmnet,15187,US,CA,13/01/2001 0:12,12/12/2015 10:16,26,22,1,4523,32,34,26400,4979,32,6.0,0
B0_1100,38,8,UTF-8,cloudflare-nginx,NA,US,New York,12/06/2007 0:00,5/10/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_277,44,9,UTF-8,mw2190.codfw.wmnet,NA,US,CA,13/01/2001 0:12,12/12/2015 10:16,37,32,2,5805,45,41,40585,6413,45,8.0,0
B0_2219,33,6,ISO-8859-1,Apache/1.3.34 (Unix) PHP/4.4.4,NA,US,FL,7/06/2005 0:00,23/05/2016 0:00,5,4,2,486,5,7,542,486,5,0.0,0
B0_350,61,11,utf-8,nginx,NA,US,California,24/09/2006 0:00,26/08/2015 0:00,25,20,3,3252,29,35,36967,3540,29,4.0,0
B0_225,56,9,ISO-8859-1,None,NA,US,CA,29/03/1997 0:00,29/11/2016 0:00,57,51,3,8171,69,59,26659,9059,69,12.0,0
B0_562,40,9,utf-8,Apache,65993,US,MO,20/05/1996 0:00,24/10/2016 0:00,24,0,9,2112,28,29,16019,2404,28,4.0,0
B0_50,39,8,us-ascii,Microsoft-HTTPAPI/2.0,324,TR,TR,28/10/2008 0:00,3/04/2016 0:00,12,6,9,1063,14,16,1287,1213,14,2.0,0
B0_679,63,11,ISO-8859-1,None,NA,US,CA,29/03/1997 0:00,29/11/2016 0:00,31,13,8,5105,43,28,13437,5105,43,0.0,0
B0_2308,70,10,ISO-8859-1,Microsoft-IIS/7.5,356,US,New York,11/06/2002 0:00,5/06/2014 0:00,49,7,3,3802,49,50,57628,3802,49,0.0,0
B0_2094,95,15,us-ascii,Microsoft-HTTPAPI/2.0,324,None,None,None,None,8,7,4,636,8,9,630,636,8,0.0,0
B0_1147,64,13,ISO-8859-1,Apache,NA,US,CA,22/04/1997 0:00,22/02/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_196,75,16,ISO-8859-1,None,NA,US,NJ,23/10/1994 0:00,1/11/2016 0:00,33,3,8,3647,41,39,32399,4247,41,8.0,0
B0_850,31,7,utf-8,Apache,22004,US,CA,4/04/2006 0:00,3/03/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_156,41,11,UTF-8,nginx,670,None,None,None,None,15,1,5,1653,21,19,2798,2103,21,6.0,1
B0_408,44,9,ISO-8859-1,None,674,US,California,28/11/1999 0:00,9/09/2013 0:00,15,0,6,1556,21,20,9023,1988,21,6.0,0
B0_1290,61,11,us-ascii,cloudflare-nginx,NA,US,FL,21/05/1995 0:00,22/02/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_87,59,12,UTF-8,cloudflare-nginx,NA,US,FL,19/03/1999 0:00,11/03/2012 0:00,14,0,3,1438,18,16,4800,1734,18,4.0,0
B0_370,54,10,ISO-8859-1,Apache,5438,US,TX,17/07/2000 0:00,3/03/2017 0:00,40,9,9,4562,44,44,49870,4884,44,4.0,0
M0_169,36,8,ISO-8859-1,cloudflare-nginx,NA,ru,Krasnoyarsk,22/08/2010 0:00,28/04/2017 0:00,6,0,4,372,8,10,703,520,8,2.0,1
B0_507,32,7,UTF-8,GSE,11827,US,CA,31/07/2000 0:00,29/06/2016 0:00,38,2,5,4607,42,35,58676,4945,42,4.0,0
B0_2115,59,10,UTF-8,Apache/2.2.22 (Debian),NA,FR,None,17/03/1996 5:00,1/06/2016 10:45,10,3,8,828,10,16,1036,828,10,0.0,0
M4_26,100,20,UTF-8,Apache,NA,ES,Barcelona,17/09/2008 0:00,2/09/2016 0:00,0,0,0,0,0,2,124,0,0,0.0,1
B0_1320,64,13,ISO-8859-1,Apache,19111,US,NY,30/12/2002 0:00,9/04/2014 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2110,49,10,UTF-8,nginx/1.6.2,NA,CN,hunansheng,30/08/2004 0:00,8/03/2017 0:00,9,5,6,738,9,15,1064,738,9,0.0,0
B0_1055,44,10,utf-8,nginx/1.6.2,8219,US,CO,4/02/2005 0:00,21/03/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1256,58,10,us-ascii,Microsoft-HTTPAPI/2.0,324,US,UT,5/02/1999 0:00,16/06/2014 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_309,40,8,ISO-8859-1,None,NA,US,ME,5/11/2008 0:00,7/10/2016 0:00,17,3,9,1394,19,20,12358,1546,19,2.0,0
B0_1382,34,7,UTF-8,nginx,NA,US,CA,3/03/2000 0:00,12/01/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1185,23,6,us-ascii,Microsoft-HTTPAPI/2.0,324,se,None,16/06/2000 0:00,18/05/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1111,44,11,iso-8859-1,Apache,334,None,None,None,None,0,0,0,0,0,0,0,0,0,0.0,0
B0_2186,51,9,ISO-8859-1,None,6748,US,California,28/11/1999 0:00,9/09/2013 0:00,17,8,6,1278,17,10,634,1278,17,0.0,0
B0_1016,70,15,utf-8,Apache,61974,US,MO,20/05/1996 0:00,24/10/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1390,33,9,utf-8,None,18302,US,CA,29/05/1996 0:00,26/04/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_199,50,10,utf-8,ATS,NA,US,CA,22/11/2003 0:00,1/05/2014 0:00,64,49,12,7487,74,84,75625,8219,74,10.0,0
B0_209,30,6,ISO-8859-1,Apache,NA,US,CA,22/04/1997 0:00,22/02/2017 0:00,22,17,2,3914,28,27,9833,4350,28,6.0,0
B0_1393,78,17,UTF-8,mw2165.codfw.wmnet,NA,US,CA,13/01/2001 0:12,12/12/2015 10:16,0,0,0,0,0,0,0,0,0,0.0,0
B0_1289,38,10,UTF-8,Apache,40299,UK,None,18/04/1995 0:00,14/11/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1278,60,10,utf-8,cloudflare-nginx,NA,US,CA,4/11/1998 0:00,2/10/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1030,38,8,ISO-8859-1,None,1819,US,CA,2/11/2002 0:00,2/02/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2057,67,9,iso-8859-1,Apache,355,None,None,15/07/1999 0:00,15/05/2016 0:00,7,5,4,606,7,7,473,606,7,0.0,0
B0_585,45,8,iso-8859-1,Apache,191,AU,VIC,12/03/2009 1:58,18/04/2017 1:29,3,0,1,198,3,3,186,198,3,0.0,0
B0_1243,49,11,ISO-8859-1,None,1819,US,CA,2/11/2002 0:00,2/02/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_460,34,7,UTF-8,GSE,6608,US,CA,31/07/2000 0:00,29/06/2016 0:00,42,0,3,4895,46,45,39544,5241,46,4.0,0
B0_2113,49,7,ISO-8859-1,Apache,2367,US,Pennsylvania,30/01/2003 0:00,31/01/2016 0:00,6,3,3,552,6,7,436,552,6,0.0,0
B0_1295,47,9,UTF-8,Server,NA,US,WA,2/10/2007 0:00,31/08/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_966,27,7,ISO-8859-1,Apache,11506,US,FL,4/03/1996 0:00,7/01/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_482,20,6,ISO-8859-1,nginx,3692,None,None,14/11/2002 0:00,19/04/2015 0:00,25,19,4,3946,35,29,16408,4746,35,10.0,0
B0_1173,71,16,ISO-8859-1,cloudflare-nginx,NA,US,Washington,3/08/1999 0:00,14/12/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_886,25,6,ISO-8859-1,Apache,NA,US,California,30/10/2009 0:00,27/10/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2150,57,11,us-ascii,Microsoft-HTTPAPI/2.0,324,None,None,5/02/1999 0:00,20/04/2015 0:00,8,5,5,696,8,10,636,696,8,0.0,0
B0_54,123,21,utf-8,Apache/2.4.7 (Ubuntu),5268,None,None,31/08/2003 0:00,31/03/2016 0:00,20,0,4,1675,22,6,456,1823,22,2.0,0
B0_2276,63,9,iso-8859-1,Apache/2,345,None,None,9/02/2005 0:00,11/12/2015 0:00,4,2,2,408,4,7,448,408,4,0.0,0
B0_2265,49,9,UTF-8,cloudflare-nginx,NA,US,WA,22/11/2000 0:00,28/09/2016 0:00,3,3,1,366,3,4,244,366,3,0.0,0
M0_171,26,7,ISO-8859-1,nginx/1.12.0,4166,US,TEXAS,30/05/2008 0:00,30/05/2016 0:00,24,0,3,2508,30,30,21098,2992,30,6.0,1
M4_33,126,25,UTF-8,Apache,NA,ES,Barcelona,17/09/2008 0:00,2/09/2016 0:00,0,0,0,0,0,2,124,0,0,0.0,1
M4_40,145,27,UTF-8,Apache,NA,ES,Barcelona,17/09/2008 0:00,2/09/2016 0:00,0,0,0,0,0,3,186,0,0,0.0,1
B0_238,41,7,ISO-8859-1,openresty/1.11.2.2,10588,US,FL,30/07/2002 0:00,26/06/2014 0:00,20,0,2,1895,22,24,13792,2055,22,2.0,0
M4_71,81,17,utf-8,Microsoft-IIS/6.0,NA,US,California,18/06/2003 0:00,14/06/2016 0:00,0,0,0,0,0,2,124,0,0,0.0,1
B0_299,57,10,ISO-8859-1,nginx,1510,US,Ohio,8/01/2004 0:00,3/01/2017 0:00,37,9,11,5965,43,47,20145,6439,43,6.0,0
B0_220,47,12,UTF-8,mw2228.codfw.wmnet,NA,US,CA,13/01/2001 0:12,12/12/2015 10:16,29,20,8,4167,33,33,3181,4499,33,4.0,0
B0_307,48,9,ISO-8859-1,None,6748,None,None,28/11/1999 0:00,9/09/2013 0:00,24,2,5,3179,30,29,11372,3613,30,6.0,0
B0_909,52,10,UTF-8,nginx,NA,CA,Manitoba,30/09/2002 0:00,24/09/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2010,40,10,UTF-8,mw2165.codfw.wmnet,4692,US,CA,13/01/2001 0:12,12/12/2015 10:16,7,4,3,630,7,5,310,630,7,0.0,0
M0_54,43,10,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516,US,Utah,24/05/2000 0:00,25/05/2016 0:00,23,0,2,3970,29,27,12548,4434,29,6.0,1
B0_865,39,9,UTF-8,Apache,58,PA,Panama,7/11/2016 0:00,7/11/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_706,55,9,ISO-8859-1,None,NA,US,CA,29/03/1997 0:00,29/11/2016 0:00,42,30,9,4861,48,44,43523,5301,48,6.0,0
B0_160,30,7,utf-8,nginx,NA,US,NY,23/03/1995 0:00,3/03/2017 0:00,14,9,3,1918,18,17,5546,2182,18,4.0,0
B0_1276,56,12,UTF-8,Apache,3042,US,CA,20/10/1998 0:00,4/12/2013 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_292,46,9,utf-8,None,7758,US,NY,26/07/1995 0:00,21/07/2016 0:00,127,0,3,8942,131,144,233106,9242,131,4.0,0
B0_2097,30,6,ISO-8859-1,Sun-ONE-Web-Server/6.1,NA,None,None,15/04/2003 0:00,19/02/2016 0:00,18,17,5,1188,18,19,1451,1188,18,0.0,0
B0_1416,49,9,ISO-8859-1,None,783,US,California,28/11/1999 0:00,9/09/2013 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1340,47,10,iso-8859-1,Apache/2.0.52 (Red Hat),423,None,None,None,None,0,0,0,0,0,0,0,0,0,0.0,0
B0_433,78,10,utf-8,Apache,23144,US,NY,18/01/1994 0:00,21/10/2016 0:00,36,3,10,2981,42,41,31493,3449,42,6.0,0
B0_1229,73,15,iso-8859-1,nginx,484,US,Arizona,15/12/2007 0:00,3/04/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_476,37,8,ISO-8859-1,nginx,4297,US,OH,5/08/1993 0:00,1/07/2016 0:00,16,1,6,1607,22,18,1690,2055,22,6.0,0
B0_559,73,13,ISO-8859-1,nginx/0.8.38,18901,US,MA,29/03/2000 0:00,25/12/2016 0:00,51,6,5,3932,55,48,87340,4252,55,4.0,0
B0_935,105,22,utf-8,Apache,NA,US,NY,29/09/1993 0:00,24/09/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M4_39,178,16,UTF-8,Apache,NA,ES,Barcelona,17/09/2008 0:00,2/09/2016 0:00,0,0,0,0,0,3,186,0,0,0.0,1
B0_203,48,9,ISO-8859-1,Apache/2.4.7 (Ubuntu),13913,CZ,None,13/04/2005 0:00,10/11/2016 0:00,10,3,3,1224,16,15,1814,1696,16,6.0,0
B0_1288,33,6,utf-8,Apache/2.4,19890,CA,BC,20/04/2000 0:00,25/04/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_521,50,9,ISO-8859-1,None,1189,None,None,22/02/2007 0:00,22/02/2016 0:00,22,4,12,1960,28,23,2807,2420,28,6.0,0
B0_1423,50,10,UTF-8,Apache,6953,CA,Ontario,23/07/2011 0:00,7/12/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_141,39,13,UTF-8,nginx,637,None,None,None,None,4,0,4,264,4,6,388,264,4,0.0,1
B0_2229,32,8,us-ascii,Microsoft-HTTPAPI/2.0,324,None,None,6/08/1995 0:00,24/07/2012 0:00,11,10,6,798,11,15,1124,798,11,0.0,0
B0_1221,46,9,ISO-8859-1,Microsoft-IIS/7.5,11,US,WA,13/09/2000 0:00,29/08/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_159,26,6,UTF-8,Apache/2.4.25 (cPanel) OpenSSL/1.0.1e-fips mod_bwlimited/1.4,3548,None,None,6/11/1997 0:00,6/11/2016 0:00,13,0,1,1378,19,19,6226,1856,19,6.0,0
B0_992,31,7,iso-8859-1,Apache/2,345,US,Texas,25/05/2000 0:00,24/05/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_841,39,8,utf-8,YouTubeFrontEnd,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1383,40,12,UTF-8,Apache,3013,US,CA,20/10/1998 0:00,4/12/2013 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1007,52,9,ISO-8859-1,None,NA,US,CA,29/03/1997 0:00,29/11/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_712,81,16,UTF-8,cloudflare-nginx,NA,US,FL,12/02/1999 0:00,14/12/2016 0:00,15,0,3,1894,19,20,7062,2198,19,4.0,0
B0_642,29,6,UTF-8,Apache/2.4.18 (Unix) OpenSSL/0.9.8e-fips-rhel5 mod_bwlimited/1.4,7159,US,Arizona,30/05/2003 0:00,10/07/2015 0:00,21,6,11,1515,23,18,1334,1675,23,2.0,0
B0_906,104,17,UTF-8,nginx/1.12.0,NA,US,UT,21/11/1996 0:00,22/10/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_699,73,12,UTF-8,Server,NA,US,NV,1/11/1994 0:00,30/04/2014 0:00,49,43,4,5365,55,60,78671,5793,55,6.0,0
B0_1049,36,8,us-ascii,Microsoft-HTTPAPI/2.0,324,None,None,30/10/2003 0:00,10/09/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_51,48,11,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516,US,Utah,24/05/2000 0:00,25/05/2016 0:00,24,0,2,4041,30,25,12420,4505,30,6.0,1
B0_2311,81,16,us-ascii,Microsoft-HTTPAPI/2.0,324,US,UT,5/02/1999 0:00,16/06/2014 0:00,2,2,1,276,2,3,184,276,2,0.0,0
B0_2059,61,12,ISO-8859-1,Apache,NA,None,None,27/01/1999 0:00,14/10/2012 0:00,5,3,3,498,5,7,438,498,5,0.0,0
B0_996,57,11,ISO-8859-1,Apache,10280,US,IL,9/03/2006 0:00,23/02/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1355,79,15,UTF-8,Apache-Coyote/1.1,46887,US,Washington,16/09/2004 0:00,28/03/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1313,72,12,ISO-8859-1,Apache,NA,US,UT,16/05/1995 0:00,21/10/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1212,62,12,ISO-8859-1,Apache,20986,US,NY,30/12/2002 0:00,9/04/2014 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_387,54,12,ISO-8859-1,Apache/2.2.15 (Red Hat),NA,None,None,None,None,29,0,2,2903,37,37,30772,3525,37,8.0,0
B0_90,38,7,UTF-8,GSE,7868,US,CA,31/07/2000 0:00,29/06/2016 0:00,44,0,4,5064,50,42,35677,5586,50,6.0,0
B0_1139,42,7,utf-8,nginx/1.10.1,NA,CA,BC,19/12/1997 0:00,5/11/2012 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1255,62,12,UTF-8,mw2171.codfw.wmnet,NA,US,CA,13/01/2001 0:12,12/12/2015 10:16,0,0,0,0,0,0,0,0,0,0.0,0
B0_1096,29,6,UTF-8,Apache,5019,US,IL,28/03/2006 0:00,24/02/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_849,80,13,UTF-8,GSE,11326,US,CA,31/07/2000 0:00,29/06/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_88,67,13,utf-8,Apache-Coyote/1.1,NA,US,OH,2/05/1996 0:00,4/04/2017 0:00,15,0,5,1766,21,18,2293,2196,21,6.0,0
B0_1377,102,20,ISO-8859-1,Varnish,9,US,DC,16/02/2010 0:00,11/02/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_41,38,6,utf-8,Apache,9555,BE,None,7/04/2007 0:00,8/04/2017 0:00,23,5,9,2823,27,21,15940,3153,27,4.0,0
B0_942,29,6,ISO-8859-1,nginx/1.12.0,NA,CA,ON,22/01/2006 0:00,22/01/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_179,37,10,ISO-8859-1,nginx,NA,CN,liaoningsheng,4/11/2016 0:00,8/11/2016 0:00,12,0,2,1961,16,14,2991,2245,16,4.0,1
B0_592,59,11,utf-8,None,12965,US,FL,24/01/2001 0:00,24/01/2017 0:00,48,9,12,3796,52,51,37621,4118,52,4.0,0
B0_2118,38,8,UTF-8,Apache,NA,US,MI,14/07/2011 0:00,30/06/2016 0:00,13,13,9,1002,13,16,1012,1002,13,0.0,0
B0_468,25,6,UTF-8,Apache,NA,US,California,14/09/2006 0:00,9/09/2016 0:00,12,0,5,1327,16,17,14050,1615,16,4.0,0
B0_329,58,12,us-ascii,Microsoft-HTTPAPI/2.0,324,US,CA,18/04/2001 0:00,27/09/2016 0:00,50,42,4,6256,58,63,63202,6896,58,8.0,0
